,id,network_id,degree,definition
19988,18973,3,177.0,"{""vector"": [1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0], ""active_index"": 1}"
20057,19111,3,178.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0], ""active_index"": 15}"
20083,19158,3,179.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 6}"
20079,19227,3,180.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1], ""active_index"": 11}"
20518,19368,3,181.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], ""active_index"": 5}"
20672,19563,3,182.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1], ""active_index"": 13}"
20806,19656,3,183.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 12}"
20850,19733,3,184.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 9}"
20844,19888,3,185.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 0}"
20900,20001,3,186.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 2}"
21323,20100,3,187.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 4}"
21330,20143,3,188.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1], ""active_index"": 14}"
21621,20244,3,189.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 10}"
21625,20420,3,190.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 3}"
21671,20483,3,191.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 8}"
9628,20567,3,192.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 7}"
13942,20655,3,193.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 1}"
15338,20793,3,194.0,"{""vector"": [0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 15}"
17666,20857,3,195.0,"{""vector"": [0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 6}"
18138,21071,3,196.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 11}"
18842,21142,3,197.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 5}"
19769,21234,3,198.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 13}"
20176,21376,3,199.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 12}"
20436,21438,3,200.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 9}"
20437,21495,3,201.0,"{""vector"": [0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 0}"
19785,21649,3,202.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 2}"
17358,21721,3,203.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 4}"
21967,21808,3,204.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 14}"
21961,21993,3,205.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 10}"
22144,22116,3,206.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 3}"
22022,22144,3,207.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 8}"
22351,22287,3,208.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 7}"
22348,22350,3,209.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 1}"
22631,22530,3,210.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 15}"
22634,22614,3,211.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 6}"
22823,22707,3,212.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 11}"
22826,22800,3,213.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 5}"
22941,22869,3,214.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 13}"
22942,22981,3,215.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1], ""active_index"": 12}"
23291,23023,3,216.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 9}"
23136,23204,3,217.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 0}"
23363,23314,3,218.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 2}"
23504,23392,3,219.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 4}"
23503,23545,3,220.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
23601,23650,3,221.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 10}"
23802,23768,3,222.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 3}"
23870,23861,3,223.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 8}"
23986,23929,3,224.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 7}"
24068,24066,3,225.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 1}"
24016,24119,3,226.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 15}"
24370,24227,3,227.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 6}"
24248,24333,3,228.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 11}"
24631,24530,3,229.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 5}"
24688,24653,3,230.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 13}"
24691,24757,3,231.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 12}"
24938,24784,3,232.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 9}"
24931,24921,3,233.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 0}"
24930,24969,3,234.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 2}"
24872,25088,3,235.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 4}"
25236,25158,3,236.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
25234,25290,3,237.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 10}"
25333,25368,3,238.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1], ""active_index"": 3}"
25488,25533,3,239.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1], ""active_index"": 8}"
25711,25608,3,240.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1], ""active_index"": 7}"
25713,25721,3,241.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1], ""active_index"": 1}"
25652,25795,3,242.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1], ""active_index"": 15}"
8,4,4,1.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 9}"
484,325,4,2.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], ""active_index"": 13}"
339,357,4,3.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 0}"
656,559,4,4.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 8}"
652,608,4,5.0,"{""vector"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 3}"
941,736,4,6.0,"{""vector"": [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 7}"
945,893,4,7.0,"{""vector"": [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 10}"
1177,983,4,8.0,"{""vector"": [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 15}"
1183,1085,4,9.0,"{""vector"": [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 6}"
1067,1173,4,10.0,"{""vector"": [1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 4}"
1283,1230,4,11.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 11}"
1279,1252,4,12.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 5}"
1751,1440,4,13.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 1}"
1872,1580,4,14.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], ""active_index"": 12}"
1939,1730,4,15.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
1937,1808,4,16.0,"{""vector"": [1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1], ""active_index"": 2}"
2211,1921,4,17.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1], ""active_index"": 9}"
1768,2033,4,18.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 13}"
2350,2053,4,19.0,"{""vector"": [1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 0}"
2351,2206,4,20.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 8}"
2648,2282,4,21.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 3}"
1478,2461,4,22.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 7}"
2838,2537,4,23.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 10}"
2846,2660,4,24.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1], ""active_index"": 15}"
2922,2729,4,25.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 6}"
3106,2861,4,26.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 4}"
3280,2919,4,27.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 11}"
3509,3049,4,28.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 5}"
3462,3147,4,29.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 1}"
2945,3181,4,30.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 12}"
3411,3315,4,31.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 14}"
3923,3495,4,32.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 2}"
4109,3562,4,33.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 9}"
4112,3686,4,34.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 13}"
4455,3801,4,35.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0], ""active_index"": 0}"
4316,3930,4,36.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0], ""active_index"": 8}"
3728,4020,4,37.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0], ""active_index"": 3}"
3733,4123,4,38.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0], ""active_index"": 7}"
4757,4225,4,39.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0], ""active_index"": 10}"
4806,4351,4,40.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 15}"
4801,4442,4,41.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 6}"
5039,4597,4,42.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 4}"
5139,4682,4,43.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 11}"
5160,4794,4,44.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 5}"
5633,4853,4,45.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 1}"
5401,4946,4,46.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 12}"
5941,5130,4,47.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
6180,5218,4,48.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], ""active_index"": 2}"
4206,5334,4,49.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], ""active_index"": 9}"
5341,5401,4,50.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], ""active_index"": 13}"
5635,5542,4,51.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 0}"
5617,5590,4,52.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 8}"
6218,5686,4,53.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 3}"
6402,5911,4,54.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 7}"
6409,5963,4,55.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 10}"
6654,6101,4,56.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 15}"
6614,6116,4,57.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
6810,6229,4,58.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 4}"
7071,6444,4,59.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 11}"
7066,6461,4,60.0,"{""vector"": [0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 5}"
7546,6579,4,61.0,"{""vector"": [0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 1}"
7552,6697,4,62.0,"{""vector"": [0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 12}"
7472,6789,4,63.0,"{""vector"": [0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 14}"
5202,6913,4,64.0,"{""vector"": [0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 2}"
6485,7031,4,65.0,"{""vector"": [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 9}"
7647,7105,4,66.0,"{""vector"": [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 13}"
7650,7287,4,67.0,"{""vector"": [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 0}"
7324,7303,4,68.0,"{""vector"": [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 8}"
7960,7430,4,69.0,"{""vector"": [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 3}"
8262,7517,4,70.0,"{""vector"": [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 7}"
8502,7697,4,71.0,"{""vector"": [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 10}"
8511,7790,4,72.0,"{""vector"": [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 15}"
8735,7932,4,73.0,"{""vector"": [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 6}"
8407,7951,4,74.0,"{""vector"": [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 4}"
8921,8148,4,75.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 11}"
9137,8276,4,76.0,"{""vector"": [0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 5}"
9141,8293,4,77.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 1}"
9380,8469,4,78.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 12}"
9543,8568,4,79.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 14}"
9548,8670,4,80.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 2}"
9610,8675,4,81.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 9}"
9881,8834,4,82.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 13}"
4988,9013,4,83.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 0}"
6813,9074,4,84.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 8}"
8448,9150,4,85.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 3}"
8453,9271,4,86.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 7}"
9812,9361,4,87.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0], ""active_index"": 10}"
9656,9493,4,88.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0], ""active_index"": 15}"
9650,9553,4,89.0,"{""vector"": [0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 6}"
10301,9744,4,90.0,"{""vector"": [0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 4}"
10543,9818,4,91.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 11}"
10377,9941,4,92.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 5}"
10840,9974,4,93.0,"{""vector"": [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 1}"
10836,10160,4,94.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 12}"
10722,10178,4,95.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], ""active_index"": 14}"
10931,10311,4,96.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1], ""active_index"": 2}"
11095,10434,4,97.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1], ""active_index"": 9}"
11443,10528,4,98.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1], ""active_index"": 13}"
11444,10624,4,99.0,"{""vector"": [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 0}"
11595,10803,4,100.0,"{""vector"": [1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 8}"
12012,10860,4,101.0,"{""vector"": [1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 3}"
12094,11012,4,102.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 7}"
12095,11083,4,103.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 10}"
12034,11118,4,104.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 15}"
12503,11333,4,105.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 6}"
12508,11413,4,106.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 4}"
12691,11567,4,107.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 11}"
2882,11635,4,108.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 5}"
6237,11786,4,109.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 1}"
9191,11874,4,110.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 12}"
10692,12005,4,111.0,"{""vector"": [1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""active_index"": 14}"
